place	lemma_andersen	explanation	year	years	volumes	work	page	occurrences	references	confidence	evidence	geo_id
Tivoli (København)	Tivoli	forlystelsespark anlagt på initiativ af Georg Carstensen i 1843. ¶ grundlagt af Georg Carstensen i 1843. ¶ grundlagt 1843 af Georg Carstensen. ¶ forlystelsesetablissementet Tivoli-Vauxhall ved Paris.	1831	1831 1845 1846 1872	3 8 12 14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	176	5	v14:176 (1831); v12:138 (1845); v12:177 (1846); v3:323 (1872); v8:273 ()	high	in-register	
Tjeneste	Tjeneste	plads.	1849	1849	12	Meer end Perler og Guld	471	1	v12:471 (1849)	high	head-noun+place-type	
Toboso	Toboso	lille by ca. 20 km nordøst for Alcazar de San Juan, berømt som hjembyen for Don Quixotes elskede, Dulzinea.	1863	1863	15	I Spanien	379	1	v15:379 (1863)	high	head-noun+located+place-type	
Toby	Toby	Tobby Wilson i Henrik Hertz’ skuespil De Deporterede, 21. februar 1853.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	325	1	v18:325 (1869)	high	head-noun+place-type	
Tolderlund	Tolderlund	herregård nord for Odense, som oprindeligt tilhørte Oluf Bagger, ejedes af Kirstine Marie Iversen, f. Nielsen (1767-1837), enke efter bogtrykker, boghandler og udgiver af Fyens Stifts Journal Christian Henrik Iversen (1748-1827). Nyerup citerer Frederiks 2.s gavebrev på Tolderlund (oprindelig Tollelund) med tilliggende jorder. ¶ landstedet Marieshøj (Tolderlund) ved kanalen nord for Odense. Tolderlund betegnede tidligere et større landområde, der 13. december 1564 blev skænket Oluf Bager af Frederik 2. Efter Oluf Bagers død 1602 solgtes hans landområder, og den sidste, der ejede det oprindelige Tolderlund udelt, var forfatteren Elias Naur. Siden opsplittedes ejendommen og solgtes stykvist. Landstedet Marieshøj opførtes 1786 (ombygget 1802-1803) på disse jorder.	1829	1829 1832	14 16	Brudstykke af en Udflugt i Sommeren 1829	60	3	v14:60 (1829); v16:115 (1832); v16:160 (1832)	high	head-noun+located+place-type	
Toledo	Toledo	se kort. H.C. Andersen opholdt sig her 2.-7. december 1862.	1863	1863	15	I Spanien	393	1	v15:393 (1863)	high	se-kort	
Toledogade	Toledogade	berygtet gade i Napoli.	1835	1835	4	Improvisatoren	283	1	v4:283 (1835)	medium	located+place-type	
Tophana	Topschana	Tophana, bydel ca. 4 km øst for Pera.	1842	1842	14	En Digters Bazar	461	1	v14:461 (1842)	medium	located+place-type	
Topschana	Topschana	eller Tophane, forstad ca. 4 km øst for Pera.	1842	1842	14	En Digters Bazar	490	1	v14:490 (1842)	medium	located+place-type	
Torpa	Torpa	gods i Länghem sogn, Västergötland, som tilhørte Stenbock-slægten.	1851	1851	15	I Sverrig	43	1	v15:43 (1851)	high	head-noun+located+place-type	
Toulon	Toulon	den franske Middelhavsby Toulon, øst for Marseille, blev i 1793 besat af den engelsk-franske hær, men blev generobret af revolutionære tropper anført af den unge kaptajn Napoléon Bonaparte, den senere Napoleon 1.	1831	1831	7	Phantasier og Skizzer	230	1	v7:230 (1831)	high	head-noun+place-type+split-ellipsis	
Trafalgar-Bugten	Trafalgar-Bugten	ud for Cabo (Kap) Trafalgar, se kort.	1863	1863	15	I Spanien	334	1	v15:334 (1863)	high	se-kort	
Trajans By	Trajans By	byen er dog ikke identisk med Nikopolis ad Istrum, som Trajan (53-117, romersk kejser fra 98) grundlagde til minde om sejren over dakerne (folkeslag i nuværende Rumænien) 106 e.Kr.	1842	1842	14	En Digters Bazar	514	1	v14:514 (1842)	high	head-noun+place-type	
Trajanspladsen	Trajanspladsen	muligvis pladsen ved Trajansøjlen, tæt på Trajans Markeder.	1835	1835	4	Improvisatoren	283	1	v4:283 (1835)	medium	located+place-type	
Trastevere	Trastevere	bydel i Rom på den anden side (trans) af Tiberen (tevere), dvs. modsat den antikke bys centrum.	1835	1835	4	Improvisatoren	138	1	v4:138 (1835)	high	head-noun+located+place-type	
Trave	Trave	118 km lang flod i den tyske delstat Slesvig-Holsten; se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	69	1	v14:69 (1831)	high	in-register+se-kort+place-type	geo-2821483
Travemünde	Travemünde	by ved floden Traves udmunding i Østersøen, nord for Lübeck.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	67	1	v14:67 (1831)	high	in-register+head-noun+located+place-type	geo-2821480
Trekroner	Trekroner(s) | Trekroner	søfortet ved indsejlingen til København. ¶ søfort ved indsejlingen til København.	1855	1855	8 17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	236	2	v17:236 (1855); v8:490 ()	medium	located+place-type	
Triana	Triana	bydel, der tidligere var sigøjnerkvarter. Den er opkaldt efter den romerske kejser Trajan (ca. 53-117 e.Kr.), der var født i den romerske by Italica nær Sevilla.	1863	1863	15	I Spanien	364	1	v15:364 (1863)	high	head-noun+place-type	
Trianon	Trianon	her: Grand Trianon, lystslot i Versailles’ slotspark, opført 1687, hvor Napoleon 1. havde soveværelse.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	113	1	v17:113 (1855)	medium	located+place-type	
Triest	Triest	by øst for Venezia på Istrien ved Adriaterhavet.	1835	1835	4 8	Improvisatoren	335	2	v4:335 (1835); v8:126 ()	high	head-noun+located+place-type	
Trieste	Triest	Trieste, italiensk havneby ved grænsen til Slovenien; se kort.	1842	1842	14	En Digters Bazar	351	1	v14:351 (1842)	high	se-kort+located+place-type	
Troias Slette	Troias Slette	mellem højdedraget ved Hisarlik, hvor Troja menes at have ligget, og havet; se kort over Tyrkiet.	1842	1842	14	En Digters Bazar	431	1	v14:431 (1842)	high	se-kort+place-type	
Trolhättacanalen	Trolhättacanalen	kanal med et omfattende slusesystem, som gør Götaelven farbar mellem Kattegat og søen Vänern i Sverige. Åbnet 1800.	1846	1846	16	Mit eget Eventyr uden Digtning	271	1	v16:271 (1846)	high	head-noun+place-type	
Trollhättan	Trollhättan	se kort 1-2. Byens attraktion var Göta älvs vandfald og et omfattende slusesystem, som gjorde elven farbar mellem Kattegat og Vänern. Arbejdet blev indledt 1749, Trollhätte kanal åbnedes 1800, og sammen med Göta kanal, der blev udgravet fra 1810 til 1832, dannede den en vandvej gennem Sverige.	1851	1851	15	I Sverrig	15	1	v15:15 (1851)	high	se-kort+place-type	
Trækfartøi	Trækfartøi	skildringen af sejladsen på kanalen stammer fra Dagbogen 15. juli 1846, dvs. fra hjemturen, mens den store mængde vandmænd blev observeret 4. juli på udturen.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	339	1	v17:339 (1855)	medium	located+place-type+split-ellipsis	
Tróia	Troja	Tróia, den fønikiske, senere romerske by Cetobriga, se kort.	1868	1868	15	Et Besøg i Portugal 1866	456	1	v15:456 (1868)	high	se-kort+place-type	
Tuilerierne	Tuilerierne	det tidligere residensslot i Paris, sammenbygget med Louvre.	1836	1836	4	O. T.	423	1	v4:423 (1836)	high	head-noun+located+place-type	
Tuillerierne	Tuillerierne	Palais des Tuileries, 1564, kongeligt residensslot i Paris.	1861	1861	15	Illustreret Tidende	210	1	v15:210 (1861)	medium	located+place-type	
Tuskulum	Tuskulum	oldtidsby med enkelte bevarede ruiner ca. 20 km sydøst for Rom.	1835	1835	4	Improvisatoren	189	1	v4:189 (1835)	high	head-noun+located+place-type	
Tutrakan	Tuturcan	Tutrakan; se kort.	1842	1842	14	En Digters Bazar	510	1	v14:510 (1842)	high	se-kort	geo-726141
Tweed	Tweed	Tweed; H.C. Andersen og Joseph Hambro krydsede floden ved Berwick on Tweed.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	46	1	v18:46 (1869)	medium	located+place-type	
Tyrol	Tyrol(s) | Tyrol	alpeområde i Østrig og Italien. ¶ region, der strækker sig hen over grænsen mellem Østrig og Italien.	1831	1831 1842	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	162	2	v14:162 (1831); v14:253 (1842)	high	in-register+head-noun+place-type	geo-2763587
Tétouan	Tetuan	Tétouan, se kort.	1863	1863	15	I Spanien	341	1	v15:341 (1863)	high	se-kort	
Töplitz	Töplitz	kurbadeby i Slovenien.	1837	1837	5	Kun en Spillemand	231	1	v5:231 (1837)	high	head-noun+located+place-type	
Uelzen	Uelzen	se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	88	1	v14:88 (1831)	high	in-register+se-kort	geo-6557455
Ulriksdal	Ulriksdal	lystslot ved Edsviken, nord for Stockholm. Besøget fandt sted 28. september.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	286	1	v18:286 (1869)	high	head-noun+located+place-type	
Uppsala	Upsala	Uppsala; se kort 1-2.	1851	1851	15	I Sverrig	68	1	v15:68 (1851)	high	se-kort	
Vadstena	Wadstena	Vadstena; se kort 2.	1851	1851	15	I Sverrig	34	1	v15:34 (1851)	high	se-kort	
Valby	Valby	det var almindeligt, at det københavnske borgerskab lå på landet i Valby.	1869	1869	13	I Vetturin(ens)(italiensk) hyrekusk.Vetturinens Vogn	554	1	v13:554 (1869)	medium	located+place-type+split-ellipsis	
Valencia	Valencia | Valencia(s)	østspansk region ved Middelhavskysten. ¶ region i Sydspanien. ¶ se kort.	1839	1839 1842 1863	11 14 15	Den Usynlige paa Sprogø	266	3	v11:266 (1839); v14:219 (1842); v15:233 (1863)	high	located+place-type+head-noun+se-kort	
Vandmølle	Vandmølle	Næsbyhoved vandmølle nedlagt 1863; søen er siden (1863) tørlagt.	1829	1829	14	Brudstykke af en Udflugt i Sommeren 1829	61	1	v14:61 (1829)	high	head-noun+place-type+split-ellipsis	
Varna	Warna	Varna, by ved Sortehavet i det nuværende Bulgarien; se kort.	1842	1842	14	En Digters Bazar	502	1	v14:502 (1842)	high	se-kort+located+place-type	
Ved Languedoc-Canalen	Ved Languedoc-Canalen	skildringen af sejladsen på kanalen stammer fra Dagbogen 15. juli 1846, dvs. fra hjemturen, mens den store mængde vandmænd blev observeret 4. juli på udturen.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	339	1	v17:339 (1855)	medium	located+place-type+split-ellipsis	
Vega	Vega	frodig slette mellem bjergene omkring Granada.	1840	1840	11	Maurerpigen	466	1	v11:466 (1840)	medium	located+place-type	
Velletri	Velletri	se kort.	1842	1842	14	En Digters Bazar	338	1	v14:338 (1842)	high	se-kort	
Vendome	Vendome	Vendôme-pladsen i Paris, anlagt i 1600-tallet; pladsen domineres af en sejrssøjle, rejst 1806-1810 af kejser Napoleon 1., med en statue af ham selv på toppen.	1867	1867	8	Af Kjendte og glemte Digte	391	1	v8:391 (1867)	medium	located+place-type	
Venersborg	Wenersborg	Venersborg, hvor H.C. Andersen opholdt sig 2.-5. august 1849.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	104	1	v18:104 (1869)	high	head-noun+place-type	
Venlo	Venlo(s)	by i den nederlandske provins Limburg, 70 km syd for Maastricht; blev 1543 belejret og erobret af den tyske kejser Karl 5. og hans hær på 40.000 mand.	1774	1774	11	Festen paa Kenilworthengelsk by sydøst for Birmingham med ruiner af Kenilworth Slot.Kenilworth	16	1	v11:16 (1774)	high	head-noun+place-type	
Verdenshav	Verdenshav	Atlanterhavet.	1868	1868	15	Et Besøg i Portugal 1866	432	1	v15:432 (1868)	high	head-noun+place-type	
Verdun	Verdun	formentlig Vardim; se kort.	1842	1842	14	En Digters Bazar	514	1	v14:514 (1842)	high	se-kort	
Verona	Verona	på den nordlige del af Posletten øst for Gardasøen; byen er kendt for sit romerske amfiteater. ¶ se kort.	1835	1835 1842	4 14	Improvisatoren	347	2	v4:347 (1835); v14:261 (1842)	high	in-register+place-type+se-kort	geo-3164527
Vesterviig	Vesterviig	folkevisen lokaliserer begivenhederne til Vestervig klosterkirke i Thy; Buris lænkes til kirken og Kirsten begraves i den.			8	(untitled)	413	1	v8:413 ()	medium	located+place-type	
Vestervovov	Vestervovov	Vesterhavet.	1836	1836	4	O. T.	373	1	v4:373 (1836)	high	head-noun+place-type	
Vestervovvov	Vestervovvov	Vesterhavet.	1865	1865	3	Bispen paa Børglum og hans Frænde	79	1	v3:79 (1865)	high	head-noun+place-type	
Vestfold	Vestfold	landskab i Norge beliggende på vestsiden af Oslofjorden; i det 8. og 9. århundrede var Vestfold sæde for den kongeslægt, der senere kom til at herske over Norden.	1822	1822	9	Ungdoms-Forsøg	82	1	v9:82 (1822)	high	head-noun+located+place-type	
Vesuv	Vesuv | Vesuv(s)	vulkan 10 km sydøst for Napoli; se kort. ¶ vulkan ved Napoli, hvis udbrud 79 e.Kr. ødelagde de to romerske byer Pompeji og Herculanum.	1842	1842 1855	14 17	En Digters Bazar	228	2	v14:228 (1842); v17:292 (1855)	high	se-kort+head-noun+located+place-type	
Via Toledo	Toledogade | Toledogaden	Via Toledo, hovedgade i Napoli. ¶ Via Toledo, hovedgade i Napoli, dengang berygtet for sin prostitution.	1842	1842 1846	14 16	En Digters Bazar	363	2	v14:363 (1842); v16:324 (1846)	medium	located+place-type	
Vicenza	Vicenza	by nord for Padua.	1835	1835	4	Improvisatoren	347	1	v4:347 (1835)	high	head-noun+located+place-type	
Vidin	Widdin	Vidin; se kort. ¶ Vidin; by ved Donau i det nordvestlige Bulgarien, den anden af landets to grænseovergange over Donau.	1842	1842 1855	14 17	En Digters Bazar	516	2	v14:516 (1842); v17:221 (1855)	high	se-kort+head-noun+located+place-type	geo-725905
Vierlandene	Vierlandene	Vierlande. Landskab ved Hamborg bestående af fire kirkesogne.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	74	1	v14:74 (1831)	medium	located+place-type	
Viken	Wigen	Viken; se kort 2.	1851	1851	15	I Sverrig	32	1	v15:32 (1851)	high	se-kort	
Villa Borghese	Villa Borghese	Borghesefamiliens sommerpalads, opført 1613-1614 med tilhørende anlagt park.	1842	1842	14	En Digters Bazar	310	1	v14:310 (1842)	high	in-register	geo-6946429
Villa-Borghese	Villa-Borghese	fyrsteslægten Borgheses lystslot og parkanlæg i Rom.	1851	1851	15	I Sverrig	61	1	v15:61 (1851)	medium	located+place-type	
Villafranca di Verona	Villafranca di Verona	Villafranca di Verona, ca. 25 km fra Mantova, som er domineret af Sgaligernes kolossale fæstning Castello Scaligero; se kort.	1842	1842	14	En Digters Bazar	262	1	v14:262 (1842)	high	se-kort	
Vissenberg	Vissenberg	Vissenbjerg ligger ca. 10 km vest for Odense. Ifølge sagnet holdt en røverbande til her i dybe gange under landevejen. Når en vogn passerede, ringede ophængte klokker. Jf. Thiele 1, 2, s. 11-14. H.C. Andersens stykke blev ikke udgivet som helhed i hans levetid.	1832	1832	16	Levnedsbog	92	1	v16:92 (1832)	high	head-noun+place-type+split-ellipsis	
Vissenbjerg	Vissenberg	Vissenbjerg, sogn ca. 10 km vest for Odense. Sagnet fortæller, at en røverbande her havde dybe gange under landevejene, og at der i røverkulens loft hang klokker, som ringede, når nogen kørte forbi, jf. Thiele 1, 2.	1822	1822	10	Scene af: Røverne i VissenbergVissenbjerg, sogn ca. 10 km vest for Odense. Sagnet fortæller, at en røverbande her havde dybe gange under landevejene, og at der i røverkulens loft hang klokker, som ringede, når nogen kørte forbi, jf. Thiele 1, 2.Vissenberg i Fyen	63	1	v10:63 (1822)	high	head-noun+located+place-type	
Vitoria	Vitoria	se kort.	1863	1863	15	I Spanien	407	1	v15:407 (1863)	high	se-kort	
Voel	Voel	landsby nordøst for Silkeborg.	1857	1857	6	»At være eller ikke være«	43	1	v6:43 (1857)	high	head-noun+located+place-type	
Volden	Volden	Christianshavn blev oprindelig i tiden efter 1618 anlagt efter en symmetrisk byplan, omgivet af grave og volde med bastioner.	1829	1829	9	Fodreise fra Holmens Canal til Østpynten af Amager i Aarene 1828 og 1829	199	1	v9:199 (1829)	high	head-noun+place-type	
Volksgarten	Volksgarten	Folkeparken ved Burgtheater og parlamentet.	1837	1837	5	Kun en Spillemand	220	1	v5:220 (1837)	high	in-register	geo-6697258
Vouga	Vouga	se kort.	1868	1868	15	Et Besøg i Portugal 1866	461	1	v15:461 (1868)	high	se-kort	
Vukovar	Yucavar	Vukovar, 50 km vest for Novi-Sad; se kort.	1842	1842	14	En Digters Bazar	543	1	v14:543 (1842)	high	se-kort	geo-3187047
Vänern	Vänern	Vänern; se kort 1-2.	1851	1851	15	I Sverrig	15	1	v15:15 (1851)	high	se-kort	
Vänersborg	Vänersborg	Vänersborg, 10 km nord for Trollhättan.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	183	1	v17:183 (1855)	high	head-noun+place-type	
Västergötland	Vestgothland | Westergötland	Västergötland, landskab i Sydsverige mellem Göteborg og Vättern. ¶ Västergötland; se kort.	1822	1822 1851	9 15	Ungdoms-Forsøg	90	2	v9:90 (1822); v15:37 (1851)	high	located+place-type+se-kort	
Västerås	Westeraas	Västerås; se kort 1-2.	1851	1851	15	I Sverrig	70	1	v15:70 (1851)	high	se-kort	
Vättern	Wettern	Vättern; se kort 1-2.	1851	1851	15	I Sverrig	35	1	v15:35 (1851)	high	se-kort	
Vélez Málaga	Velez-Malaga	Vélez Málaga, se kort.	1863	1863	15	I Spanien	290	1	v15:290 (1863)	high	se-kort	
Waizen	Waizen	tysk navn for Vác; se kort.	1842	1842	14	En Digters Bazar	559	1	v14:559 (1842)	high	se-kort	
Walhalla	Valhalla | Walhalla	Walhalla, marmortempel opført 1830-1842 ved Donaufloden 10 km øst for Regensburg (se kort) af Klenze, på foranledning af Ludwig 1. af Bayern. Det er opkaldt efter gudernes bolig i nordisk mytologi og rummer buster af betydningsfulde personer i den tyske historie. ¶ jf. Dagbogen 28. februar 1843: »interessantest var et Tog af Børn til Hest, hvor deres egne Been bar dem og Paphestene svævede omkring dem de reed et indstuderet Ridt efter Musikken, dernæst et Narhalle / Parodie paa det ved Regensburg«. Walhalla, marmortempel opført 1830-1842 ved Donaufloden øst for Regensburg af Leo von Klenze på foranledning af Ludwig 1. af Bayern. Det er opkaldt efter gudernes bolig i nordisk mytologi og rummer buster af betydningsfulde personer i den tyske historie.	1842	1842 1855	14 17	En Digters Bazar	246	2	v14:246 (1842); v17:250 (1855)	high	se-kort+place-type+in-register	geo-2814751
Wallenstädtersøe	Wallenstädtersøe	Linthkanal ved floden Weesen fører ud i Wallensee; se kort.	1858	1858	15	Fortællinger og Vers for Større og Mindre	153	1	v15:153 (1858)	high	se-kort+place-type+split-ellipsis	
Wandsbeck	Wandsbeck	se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	72	1	v14:72 (1831)	high	se-kort	
Wartburg	Wartburg	slottet Wartburg ved Eisenach, grundlagt 1067 og opført i det 11. og 12. århundrede, tidligere residens for landsgreverne af Thüringen; på Carl Alexanders foranledning blev det stærkt forfaldne slot restaureret 1847-1889. H.C. Andersen besøgte Wartburg 30. juni 1854.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	152	1	v18:152 (1869)	high	head-noun+place-type	
Wesenitz	Wesenitz	biflod til Elben; se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	150	1	v14:150 (1831)	high	in-register+se-kort+head-noun+located+place-type	geo-2810656
Wilhelms-Höhe	Wilhelms-Höhe	slot uden for Kassel.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	109	1	v17:109 (1855)	high	head-noun+located+place-type	
Willenscharen	Willenscharen	(tysk) viljeskarer; by mellem Neumünster (se kort) og Itzehoe.	1842	1842	14	En Digters Bazar	223	1	v14:223 (1842)	high	se-kort+located+place-type	
Wreta Klosterkirke	Wreta Klosterkirke	i Vreta Kloster, nordvest for Linköping, findes en række gravmonumenter, bl.a. over de svenske konger Inge den Yngre (ca. 1110-1118 konge sammen med broderen Filip, 1118-1125 enekonge) og Magnus Nilssön; gravmonumenterne er dog først bygget i slutningen af 1500-tallet, mens klosteret selv brændte ned i 1248 og en ny kirke i dens sted indviedes 1289.	1840	1840	9	Billedbog uden Billederjf. den tyske komponist Felix Mendelssohn-Bartholdys (1809-1847) klaverstykker <i>Lieder ohne Worte</i>, 1829-1845 (sange uden ord).Billedbog uden Billeder	394	1	v9:394 (1840)	medium	located+place-type+split-ellipsis	
